8.886,-21.2111,26.3288,162.0664,-147.1429,-5.577,-2.0716,w,0
9.1301,-21.233,26.3519,162.2285,-147.1387,-5.4597,-2.0219,d,110
9.6289,-22.4613,25.2059,162.7227,-147.5684,-6.3805,-4.0433,d,130
9.7408,-22.8042,24.8194,162.7997,-147.9299,-6.5806,-4.3003,d,150
10.019,-23.0441,23.9912,162.1917,-149.2838,-7.3449,-7.0308,d,170
10.5614,-24.7941,20.8372,162.0923,-156.6924,-8.1272,-18.27,a,150
10.7774,-25.4383,19.706,161.3406,-160.5277,-9.8197,-19.4143,a,130
11.0307,-26.1506,18.8465,161.8001,-163.3796,-10.7475,-20.4678,a,110
12.2297,-26.5832,10.1051,157.5685,-175.2834,-8.9897,-27.8204,d,110
12.5468,-26.5336,8.5413,155.6077,-175.1229,-10.5239,-26.8505,d,130
12.766,-26.6528,7.7855,156.039,-174.6057,-9.4015,-27.3615,d,150
12.9133,-26.9479,7.3369,157.1726,-174.8806,-8.4615,-26.2088,d,170
13.0554,-26.7988,6.2596,155.1215,-174.605,-10.347,-26.8703,d,170
15.0879,-19.9944,-17.5247,152.0386,144.7623,-6.2733,-3.9356,a,150
15.3106,-18.7903,-18.8771,151.3026,140.1465,-8.5157,-7.017,a,130
15.8646,-12.2791,-23.3105,149.4212,121.7655,-13.0243,-8.1036,d,150
16.0243,-11.655,-23.6418,149.4409,120.3097,-13.0185,-8.5106,d,170
17.5717,2.6562,-26.0231,146.0587,92.8094,31.7816,9.9025,a,150
17.7851,3.6353,-25.5466,145.3545,89.681,-9.9402,-13.0122,a,130
18.5188,9.78,-24.478,145.0079,76.1241,-9.0615,-14.5037,d,150
19.1382,17.8286,-22.1989,146.4687,67.8349,-7.5627,-8.5126,d,170
20.144,27.3752,-12.4791,142.7517,42.545,-8.9358,-5.8923,a,150
21.0785,30.2638,-4.5771,140.9919,22.9005,-8.3592,-12.4093,a,130
22.6792,30.9711,10.9829,138.3204,-2.1474,-5.3995,-14.9611,d,150
24.6129,20.2341,28.4065,133.1541,-38.1066,3.2284,-14.1329,z,3
5.3413,-25.3012,16.9112,160.4481,-163.8624,-12.1037,-25.1807,w,0
5.6146,-26.097,14.4569,159.7162,-165.157,-11.9755,-27.129,d,110
6.0547,-27.7921,8.6513,157.3677,-166.5531,-13.0676,-26.5977,d,130
6.2187,-27.9273,7.634,156.835,-166.7759,-12.5484,-26.3193,d,150
6.419,-27.9071,6.6709,156.1553,-167.1875,-12.1307,-26.4921,d,170
6.5987,-28.1215,5.9028,156.2741,-167.6299,-11.6569,-26.1986,d,170
6.804,-28.0988,5.4228,155.4127,-167.9598,-12.1223,-26.8517,d,170
7.7126,-27.5103,-4.848,151.7066,171.9423,-6.6052,-26.1334,d,170
8.2195,-26.1952,-9.9697,153.3753,163.3978,-2.0387,-18.8479,d,170
8.4695,-24.2753,-14.1576,153.5019,156.0722,-0.2111,-9.6229,d,170
8.6309,-24.0246,-15.434,154.4188,153.8559,0.336,-9.8463,d,170
9.082,-20.7909,-19.6019,152.6112,142.9391,-6.2289,-4.4226,d,170
9.2339,-19.0676,-21.0526,152.1238,137.554,-7.8116,-7.0522,d,170
9.5053,-16.768,-22.6084,150.7105,131.3761,-9.9097,-4.9791,d,170
9.8177,-13.9621,-24.2003,150.0117,123.5268,-11.4857,-7.3969,a,150
10.1079,-11.7146,-24.9932,148.7231,117.3132,-13.1043,-8.3841,a,130
11.2722,1.9343,-26.0216,146.2665,91.932,30.5722,12.1045,d,150
11.5088,3.6661,-25.9564,146.0996,89.087,-9.8098,-13.5402,d,170
11.7987,5.0846,-26.0578,146.6294,89.2346,29.5814,10.0329,d,170
11.9706,5.9042,-26.1389,146.5631,86.5923,-9.4194,-12.3794,d,170
12.5269,12.5271,-24.0602,144.6452,73.137,-7.6318,-14.5521,a,150
12.6805,14.7285,-23.5442,146.3837,68.9817,-4.746,-15.4073,a,130
13.143,20.6555,-20.6197,146.9726,59.0831,-5.3862,-4.9414,d,150
13.2941,22.3785,-18.6305,145.2485,54.1513,-7.0496,-3.722,d,170
13.4642,23.7622,-16.9995,144.1201,49.8684,-9.5709,-4.2823,d,170
14.2576,29.4329,-7.7436,141.8843,31.5114,-9.109,-9.0254,a,150
14.519,30.0877,-6.0987,142.4249,27.0589,-7.795,-11.338,a,130
15.8243,30.9616,6.534,140.2036,3.2511,-3.4554,-15.4347,a,110
16.2769,30.769,9.0695,138.631,-0.3369,-5.5679,-16.8079,d,130
