7.4241,-33.6786,30.8949,237.3633,-161.6156,-2.2131,-19.8071,w,0
4.5884,-34.3438,30.0703,236.6985,-170.3196,-0.8276,-24.3021,w,0
4.6726,-34.0012,27.7912,236.3875,-171.6873,-2.4814,-27.993,w,0
7.2321,-33.1328,31.5673,236.2627,-161.1547,-2.8686,-18.5129,w,0
4.5116,-34.8778,28.058,235.9337,-166.328,-3.3359,-25.8614,w,0
7.8891,-35.8097,26.6271,235.5064,-163.2456,-4.1571,-27.0098,d,110
4.6243,-36.2002,25.6957,234.9319,-166.765,-5.2847,-28.0585,w,0
8.095,-37.533,23.0202,234.5951,-164.1925,-5.712,-28.1709,d,130
3.9566,-38.6528,23.7546,233.9821,-170.637,-3.4532,-29.8028,w,0
5.521,-36.2769,20.0974,232.3488,-173.4029,-1.5396,-30.4243,w,0
5.0381,-37.7026,17.6143,231.5372,-167.7806,-4.0069,-28.815,d,110
5.733,-36.603,18.4484,231.4488,-173.3946,-2.2208,-30.0327,w,0
5.2082,-37.8162,16.922,231.065,-168.033,-4.2559,-28.8789,d,130
4.4414,-39.4203,16.3344,230.8121,-171.4628,-2.3517,-29.3147,d,110
4.6123,-39.5572,15.6841,230.7979,-171.4598,-2.124,-29.0824,d,130
5.65,-38.5961,14.7312,230.7559,-168.2095,-4.6123,-28.6201,d,170
4.8536,-40.0629,14.4722,230.4808,-171.8063,-2.6866,-28.6985,d,150
5.3803,-37.9696,15.9452,230.3655,-168.181,-4.1432,-29.4477,d,150
8.9306,-39.6324,13.9326,230.0315,-166.7815,-4.8327,-27.8344,d,150
5.7123,-36.3804,11.48,229.5842,-173.1954,-3.0459,-29.485,d,110
5.009,-39.9484,13.7364,229.2739,-171.8005,-3.0937,-29.0861,d,170
5.5792,-35.924,12.2302,228.6964,-173.6607,-3.353,-30.0459,d,90
6.629,-37.6153,10.5606,228.4628,-174.205,-2.6266,-30.0153,d,110
6.7836,-38.0433,9.3996,228.4413,-174.3116,-2.7838,-30.0596,d,130
7.1467,-38.5897,8.2853,228.2371,-174.3053,-3.9708,-29.5139,d,170
6.1406,-36.835,9.0972,228.1995,-172.6231,-4.5546,-30.2546,d,150
6.5114,-37.3782,7.0517,228.1961,-172.1917,-3.9764,-30.3038,d,170
6.3587,-36.8897,8.6515,228.0846,-172.5572,-4.0899,-30.2288,d,170
5.9805,-36.5945,9.8833,228.063,-172.9077,-4.2027,-29.8383,d,130
6.1977,-37.846,9.0094,227.1863,-175.4014,-2.4413,-30.626,d,110
6.9543,-38.2551,8.5624,227.1732,-174.6163,-3.9251,-30.025,d,150
6.2249,-40.0516,5.8201,226.7991,-174.7076,-3.5611,-29.8012,a,150
6.5514,-38.1927,6.9244,226.7031,-175.5978,-2.8274,-30.0845,d,150
6.3702,-38.117,7.7097,226.6125,-175.5664,-3.1558,-30.1107,d,130
7.5371,-38.9714,3.2828,226.2883,-176.6716,-3.4153,-29.8643,d,170
9.7573,-40.9018,6.0062,226.0703,-174.71,-4.5628,-29.4991,a,130
7.1372,-37.5349,5.7967,225.4562,-176.7332,-1.4713,-32.1589,d,170
6.7453,-37.8699,6.511,225.3459,-175.867,-3.4168,-30.4616,d,170
7.6798,-38.6496,1.1374,225.3336,-178.6425,-2.4509,-29.8762,d,170
6.9473,-37.7473,6.1959,225.3083,-175.7229,-2.9775,-31.5016,d,170
7.3118,-37.7159,3.6966,225.0814,-178.8103,-0.7086,-32.4517,d,170
10.3678,-40.0656,0.5693,224.9453,178.1348,-0.7368,-27.9943,d,150
6.8626,-38.8319,-0.716,224.7656,175.4877,-0.077,-28.0072,d,170
10.5637,-39.5148,-1.6212,223.6768,176.4945,0.615,-28.2031,d,170
8.9317,-33.0945,-20.2395,222.4405,157.0576,3.484,-13.2782,d,170
10.9851,-39.1914,-5.1931,222.3539,173.9102,-0.3645,-26.5546,d,170
7.3268,-36.9655,-7.297,222.0817,173.7804,-1.5552,-25.4869,d,170
7.8023,-34.8962,-14.0602,221.6784,166.6862,1.5343,-19.9138,d,170
8.1473,-32.9171,-19.7869,221.4189,160.4319,2.7408,-11.738,d,170
12.4806,-31.7551,-26.5248,221.2961,149.784,0.465,-7.2241,d,170
8.2196,-32.9101,-19.9816,221.224,154.6212,2.7302,-10.3253,d,170
11.9946,-34.6119,-21.235,221.1722,158.276,2.3141,-9.4296,d,170
8.4431,-30.4442,-25.1922,221.0258,147.0552,-2.0421,-6.7951,d,170
11.6339,-35.4647,-18.688,220.9782,161.0974,2.9565,-13.1356,d,170
11.3449,-37.404,-14.5537,220.9748,166.1072,0.3947,-16.9421,d,170
7.9518,-35.6802,-12.9651,220.856,166.0829,0.2641,-18.2061,d,170
11.8116,-35.199,-19.8305,220.8422,160.2053,1.8342,-10.13,d,170
7.7461,-35.3708,-13.8673,220.8015,161.8565,1.2357,-17.0574,a,150
12.1628,-34.0182,-22.0912,220.3476,157.133,1.0596,-8.4934,d,170
6.9475,-35.6712,-12.7347,220.2612,158.2614,2.5147,-18.2385,a,150
8.8213,-26.9173,-30.3663,220.0782,142.7134,-4.5714,-6.9196,d,170
7.3886,-32.2614,-17.3756,219.8453,150.2501,5.1117,-18.4893,a,130
12.6649,-29.9366,-28.5001,219.7328,145.4938,-2.1289,-7.4791,d,170
9.1359,-25.0474,-31.4554,218.8219,139.22,-5.5161,-7.9851,d,170
13.1429,-23.1542,-34.4084,218.7288,131.2415,-4.9335,-7.6993,d,170
9.4736,-21.3423,-33.5635,218.6621,129.8425,-5.2449,-10.0907,a,150
9.378,-20.3092,-33.8465,218.4311,126.8176,-6.1212,-10.1066,a,150
8.6966,-17.1881,-34.6646,218.3381,124.4826,-6.297,-10.3636,d,150
9.7584,-17.4269,-36.9456,218.2621,123.7156,-6.5059,-11.1819,a,150
10.3048,-21.8415,-32.884,218.2578,130.5822,-6.3809,-9.4712,a,150
11.4673,-10.7993,-38.2123,218.0947,111.865,-5.1966,-13.2053,a,110
13.4943,-16.5707,-37.7783,217.8749,118.5308,-5.3606,-10.0054,a,150
9.5303,-19.19,-34.3609,217.8385,124.5132,-6.2014,-10.8546,a,130
10.6051,-6.5166,-39.9296,217.7219,106.3319,-4.5462,-12.565,a,130
11.2885,-11.3218,-37.8821,217.5922,112.6049,-5.8782,-13.1319,a,130
11.9237,-4.0369,-38.785,217.2446,103.4027,-3.62,-14.1413,d,130
9.719,-19.2167,-34.8282,217.1861,125.229,-7.3483,-11.3079,a,130
12.3247,0.185,-39.7079,216.8144,100.2217,-3.9448,-14.1104,d,170
9.0974,-13.7868,-36.36,216.553,120.7078,-7.2223,-11.2645,d,170
13.6387,-15.417,-38.0631,216.4665,116.2495,-6.6474,-11.2258,a,130
10.65,-7.22,-38.4567,216.3205,108.4328,-4.4088,-12.1933,d,170
12.1699,-0.97,-39.0369,215.9428,100.6139,-3.9491,-14.3461,d,150
11.4521,4.5042,-40.0127,215.7831,92.9603,-3.773,-14.93,d,150
10.4666,-8.2941,-38.1892,215.7448,109.2575,-5.5353,-12.9265,d,150
