1564055771.4756,62.7335,-30.0825,209.9046,11.1225,2.7381,-8.3439,90
1564055725.0222,68.1402,-30.0535,209.8446,21.8611,1.5098,-8.2204,170
1564055771.3378,62.4081,-31.109,209.6152,12.1582,2.2931,-8.0519,70
1564055771.6487,62.8283,-28.3048,209.4768,10.1115,2.7916,-9.1008,110
1564055725.3094,68.3856,-27.1258,209.3616,16.5907,1.9954,-9.172,170
1564055724.6101,67.1177,-33.4315,208.7522,27.8271,-0.7681,-7.4281,170
1564055772.0186,63.1741,-24.2697,208.6149,9.2951,2.8876,-8.7591,170
1564055771.8728,62.8123,-25.947,208.3281,9.4088,2.2767,-8.5463,130
1564055771.8728,62.8123,-25.947,208.3281,9.4088,2.2767,-8.5463,150
1564055772.1796,62.9477,-22.2309,207.1089,9.3585,2.003,-8.6233,170
1564055772.5794,64.4211,-15.6247,206.5676,10.1824,2.1277,-9.8805,170
1564055726.3592,66.6831,-15.1144,206.4308,-1.793,3.3315,-6.5689,130
1564055725.8811,67.6118,-19.4305,206.2062,4.7701,2.0405,-9.3057,150
1564055772.6604,64.713,-14.0131,206.0384,10.088,1.7014,-10.1082,170
1564055726.4599,65.733,-13.7245,204.8265,4.7332,30.8321,20.5232,110
1564055772.9605,63.8357,-10.7098,203.365,6.4026,1.0203,-10.2201,170
1564055726.7945,64.3823,-11.2051,203.2847,-9.1009,3.6277,-11.0878,130
1564055727.1624,63.3468,-7.9404,202.9067,-14.4188,4.0103,-12.4819,170
1564055726.8903,64.1341,-10.8068,202.7841,-9.6341,3.3323,-10.1991,150
1564055773.1706,63.5054,-9.7005,202.7035,4.1974,0.8454,-11.4597,170
1564055727.3018,62.9882,-7.4064,202.2416,-14.8564,3.5254,-11.9836,170
1564055773.6048,62.7423,-5.169,202.122,-3.3135,3.0923,-12.5479,170
1564055727.4929,61.8028,-4.2017,202.0849,-16.5857,4.5379,-12.643,170
1564055774.7024,57.1985,5.3548,197.4686,-19.5704,1.8301,-9.5797,170
1564055774.9444,56.214,6.668,197.0966,-22.0237,2.3356,-9.4623,170
1564055729.4734,49.1435,10.1936,196.6639,-39.3527,4.4323,-7.9796,170
1564055730.018,49.0672,10.1673,196.396,-39.3923,4.3324,-8.4049,150
1564055730.8843,41.7529,14.5266,195.9163,-50.3225,4.7332,-9.6839,3
1564055731.3028,35.6472,17.6708,194.8928,-58.6339,4.4729,-11.5003,2
1564055776.8541,39.3226,20.3089,194.5851,-50.7033,3.8843,-10.065,3
1564055777.3412,31.2214,23.294,193.3148,-63.1478,3.9729,-10.5444,2
