1564055710.3581,-12.623,1.6323,241.0548,-160.3876,-4.1473,-20.4558,0
1564055756.0366,-12.7246,1.385,240.6743,-162.238,-4.1485,-22.2772,0
1564055756.0366,-12.7246,1.385,240.6743,-162.238,-4.1485,-22.2772,0
1564055756.0366,-12.7246,1.385,240.6743,-162.238,-4.1485,-22.2772,0
1564055710.2199,-12.6024,1.6318,240.5945,-160.3924,-4.3423,-20.8166,0
1564055710.2199,-12.6024,1.6318,240.5945,-160.3924,-4.3423,-20.8166,0
1564055710.2199,-12.6024,1.6318,240.5945,-160.3924,-4.3423,-20.8166,0
1564055755.5249,-12.718,1.3771,240.5704,-162.289,-4.072,-22.1522,0
1564055756.1447,-12.7167,1.3902,240.5533,-162.3285,-4.2725,-22.3768,0
1564055756.1447,-12.7167,1.3902,240.5533,-162.3285,-4.2725,-22.3768,0
1564055755.6906,-12.7174,1.3777,240.5046,-162.3021,-4.3465,-22.203,0
1564055755.6906,-12.7174,1.3777,240.5046,-162.3021,-4.3465,-22.203,0
1564055756.2903,-12.7165,1.3783,240.4689,-162.2793,-4.3963,-22.4429,0
1564055756.2903,-12.7165,1.3783,240.4689,-162.2793,-4.3963,-22.4429,0
1564055755.8709,-12.7091,1.3771,240.4132,-162.3519,-4.2118,-22.4691,0
1564055710.0898,-12.5963,1.628,240.4122,-160.392,-4.676,-20.9729,0
1564055710.0898,-12.5963,1.628,240.4122,-160.392,-4.676,-20.9729,0
1564055709.9317,-12.5913,1.6303,240.3027,-160.2738,-4.621,-20.9838,0
1564055709.9317,-12.5913,1.6303,240.3027,-160.2738,-4.621,-20.9838,0
1564055709.9317,-12.5913,1.6303,240.3027,-160.2738,-4.621,-20.9838,0
1564055709.8318,-12.5806,1.6283,240.0772,-160.3659,-4.8308,-21.313,0
1564055711.4877,-17.2057,-5.5177,238.2947,-161.4022,-9.6366,-32.2573,110
1564055757.2871,-16.5104,-5.6649,238.277,-163.1401,-7.7748,-32.8965,170
1564055711.8247,-17.5273,-6.8292,237.539,-161.3726,-9.1217,-32.4646,130
1564055757.7178,-17.6562,-8.2014,236.8034,-162.7677,-8.9949,-33.2948,170
1564055757.4705,-17.004,-7.0762,236.6929,-163.0014,-8.3983,-33.2375,170
1564055757.9778,-18.3103,-9.4264,235.7107,-162.4797,-10.0112,-33.2813,170
1564055712.3806,-19.1445,-10.7205,235.5534,-162.2099,-9.3362,-33.2343,150
1564055758.3299,-19.5406,-12.591,234.5357,-162.2446,-9.926,-31.541,150
1564055712.6463,-19.7849,-12.7559,234.2764,-163.6179,-9.3737,-32.2632,170
1564055758.6822,-19.6233,-14.7829,232.9736,-166.5584,-7.9058,-33.2462,130
1564055713.2283,-20.4973,-17.3564,231.3028,-169.0539,-7.2176,-34.7644,150
1564055713.4454,-20.6184,-18.8427,230.8539,-171.294,-6.2809,-34.7663,130
1564055760.173,-20.0077,-24.7532,228.2272,-179.376,-3.6893,-36.4746,110
1564055760.4192,-19.8387,-25.7924,228.1756,178.8398,-1.2188,-35.8068,130
1564055763.5638,-10.9429,-55.5056,227.5157,144.1258,5.6771,-10.963,130
1564055717.4065,-7.6851,-59.5619,227.5032,141.9207,3.4636,-11.3007,170
1564055717.9676,-2.8706,-64.4986,227.4138,132.2126,1.8248,-13.0881,170
1564055716.7771,-11.8512,-53.1966,227.358,147.9339,6.5296,-4.7411,170
1564055717.009,-10.6262,-55.3135,227.2323,145.4712,4.5775,-11.5818,170
1564055717.0923,-10.0156,-56.2334,227.1114,144.7423,4.3078,-11.2288,170
1564055717.6749,-5.1279,-62.3931,226.9563,137.1356,1.3867,-9.1736,170
1564055764.1865,-6.5064,-59.6679,226.8992,134.1336,1.1484,-13.2506,170
1564055714.6669,-19.3036,-29.3408,226.8901,173.0486,0.4298,-35.6996,150
1564055760.5454,-19.4792,-25.9708,226.7206,178.7742,-1.9746,-35.7041,0
1564055763.7649,-9.4388,-56.8638,226.5602,140.5345,2.8775,-9.3874,150
1564055764.7705,0.0706,-64.4378,226.523,124.0721,2.181,-12.5113,150
1564055718.2649,2.0024,-66.7033,226.3776,123.7508,2.39,-10.876,150
1564055760.9845,-19.4921,-26.0787,226.3269,178.9784,-3.2075,-36.0607,150
1564055716.6484,-12.3264,-51.8915,226.2931,149.1627,7.3832,-3.4419,150
1564055761.4424,-19.081,-29.9269,226.1417,175.1728,-0.6839,-36.4003,170
1564055764.466,-3.5016,-61.7764,225.9714,129.9803,2.153,-13.9212,170
1564055714.8745,-19.1773,-31.2591,225.9634,171.2841,0.8856,-35.5499,170
1564055761.8356,-18.8715,-35.3682,225.8044,170.7444,0.8662,-32.4745,170
1564055763.972,-7.7444,-58.3693,225.6567,136.029,21.4803,-5.5056,170
1564055761.2381,-19.1732,-28.7316,225.505,176.1094,-0.4877,-36.3206,170
1564055718.6979,6.6229,-68.2948,225.3811,115.1179,2.348,-13.2612,130
1564055718.8205,8.2267,-68.682,225.2123,112.6161,2.0524,-12.8335,110
1564055765.2484,4.9896,-65.8877,225.1757,115.5591,2.126,-11.7073,110
1564055763.2606,-13.4062,-50.2645,225.1628,151.9963,8.0671,-22.3217,150
1564055762.2444,-17.2015,-41.4258,225.1202,164.0855,2.3611,-25.3091,170
1564055764.9071,1.6368,-64.6781,225.0728,121.4263,0.9447,-12.024,130
1564055716.3531,-13.6747,-47.8389,224.8865,152.9214,4.9058,-18.229,130
1564055762.795,-15.1499,-46.5777,224.8443,157.6141,5.9517,-19.2132,170
1564055762.4758,-16.3626,-43.6764,224.6514,161.5418,3.6153,-23.7753,170
1564055715.4942,-18.0037,-36.8412,224.6448,166.7471,1.0235,-29.1941,150
1564055719.1342,10.9754,-68.7998,224.6148,108.1958,3.756,-13.4374,130
1564055716.1471,-14.9264,-44.8732,224.5733,156.9203,5.6072,-26.1024,110
1564055715.7213,-17.2252,-39.3578,224.5383,163.8636,2.7244,-29.834,130
1564055763.0661,-14.4004,-47.8016,224.531,155.5163,6.4317,-20.2387,170
1564055762.711,-15.5844,-45.2158,224.4943,159.2905,4.8744,-20.1694,170
1564055762.1442,-17.9669,-38.7735,224.4805,167.1308,0.6675,-29.0898,170
1564055719.2404,11.5275,-68.8735,224.2321,107.5169,3.3661,-13.8432,150
1564055719.6152,16.0577,-69.3765,223.7408,102.6531,3.755,-14.0379,170
1564055766.147,16.3521,-67.6096,223.4959,103.1914,5.5936,-13.1598,150
1564055766.4314,19.6056,-68.3567,223.2647,101.796,4.8858,-11.9384,170
1564055767.4224,31.0296,-69.2701,223.1595,91.214,6.9456,-14.0482,170
1564055766.067,15.8719,-67.388,222.9972,103.2348,4.7004,-13.2333,130
1564055767.2411,30.2825,-68.8447,221.7309,95.3926,27.998,-8.1186,170
1564055767.0019,26.9645,-68.8701,221.0111,96.5611,3.3315,-12.795,170
1564055721.0866,30.1525,-69.1038,220.6076,86.5029,2.8805,-9.0512,170
1564055720.5718,27.7089,-69.2461,220.5985,89.4223,3.7409,-12.7593,150
1564055720.71,28.5911,-69.0316,220.2176,92.3253,32.0759,-4.2822,170
1564055767.587,31.1724,-68.1185,219.6087,90.1917,3.5667,-9.3514,170
1564055721.7034,38.8825,-66.1312,219.555,75.1622,6.2605,-5.3435,150
1564055721.3035,31.6809,-68.2023,219.1111,83.3207,3.0495,-11.8035,170
1564055721.903,42.2345,-64.6588,217.815,70.5446,3.0158,-3.9252,130
1564055768.1291,42.0807,-64.8481,216.2778,75.5959,1.7887,-2.7675,170
1564055722.221,46.1098,-60.6713,214.3963,63.1513,1.214,-1.9777,130
1564055722.221,46.1098,-60.6713,214.3963,63.1513,1.214,-1.9777,110
1564055722.6351,52.4234,-54.5526,214.1017,51.516,1.9955,-2.0766,150
1564055768.8903,52.2422,-56.6333,213.6182,56.4354,0.8948,-1.9142,170
1564055722.9796,54.8718,-51.8677,213.5284,48.6825,1.3787,-1.0469,170
1564055722.8444,53.8312,-52.9178,213.5097,49.3525,1.2417,-2.6956,170
1564055769.25,55.1606,-53.0105,212.905,49.753,0.511,-2.5089,150
1564055723.0777,56.5521,-49.7578,212.8801,46.7507,1.3299,-2.2038,170
1564055723.3284,57.8205,-48.4994,212.865,46.581,1.0767,-1.6182,170
1564055769.7254,58.1739,-48.2389,212.7779,41.5608,1.2769,-2.3375,170
1564055723.6635,60.0236,-46.4875,212.5542,44.9247,0.7,-2.9514,170
1564055723.2212,56.857,-49.1582,212.3817,46.2246,0.7127,-3.3899,170
1564055770.6436,61.8295,-40.5405,212.3135,27.6319,1.4033,-5.7173,130
1564055724.1192,64.1716,-41.1265,211.7313,41.2801,0.4442,-5.6158,170
1564055770.4312,60.7604,-41.9904,210.7608,30.3116,0.0844,-5.4669,150
1564055723.4929,58.2461,-47.174,210.7234,45.3255,-1.0303,-3.7987,170
1564055723.8061,60.6198,-44.579,210.7161,53.1353,40.0585,-2.7906,170
1564055769.9764,59.162,-44.8513,210.3614,35.5179,-0.5494,-5.1544,170
1564055770.78,61.4835,-37.5108,210.0436,22.8207,1.3653,-7.0069,110
1564055770.976,61.9565,-36.0341,209.9421,20.2646,1.0575,-7.3266,90
